Passenger_1_ID,Passenger_2_ID,Number_of_flights_together
8948,8961,4
8935,8995,4
8930,8966,4
5442,6097,4
3292,6097,4
5467,8624,4
8142,8684,4
352,4742,4
1938,7694,4
8211,8314,4
1504,7858,4
5869,9072,4
3093,6703,4
5505,8289,4
625,6707,4
4395,6052,4
4700,8411,4
1343,3801,4
4031,7001,4
4200,8146,4
5518,6783,4
3300,9069,4
3405,8350,4
467,4711,4
9679,9683,4
2504,3820,4
7172,9127,4
1767,9279,4
3573,8516,4
10016,10057,4
2797,9592,4
478,6718,4
3466,9950,4
8796,9028,4
3730,5740,4
5109,5942,4
187,9672,4
5672,9602,4
4852,9665,4
3844,9693,4
2504,9728,4
9728,9999,4
866,7879,4
2030,8013,4
4210,10107,4
2504,10104,4
10368,10371,4
10306,10364,4
10338,10396,4
10357,10384,4
7308,8588,4
6054,9430,4
4404,9383,4
8411,10371,4
10414,10434,4
10433,10453,4
10480,10485,4
5775,9465,4
2651,10674,4
2123,6304,4
3528,6060,4
5905,8658,4
290,6956,4
2856,2967,4
3875,6765,4
10760,10771,4
10718,10731,4
10701,10726,4
10719,10753,4
1636,6062,4
11169,11196,4
11124,11191,4
11183,11191,4
11129,11135,4
11103,11108,4
11142,11150,4
11142,11183,4
11145,11175,4
11156,11199,4
9529,10252,4
5544,10494,4
9645,10788,4
3187,10727,4
7136,7624,4
11328,11349,4
11315,11370,4
11353,11393,4
219,1260,4
2530,6289,4
4165,8882,4
8039,9581,4
7810,10668,4
1321,10536,4
8803,10832,4
6858,8101,4
2975,6350,4
9405,11368,4
11865,11888,4
10453,11084,4
7094,7229,4
648,6678,4
3880,9376,4
1097,10819,4
237,1283,4
1296,7677,4
1762,4318,4
614,4728,4
614,1762,4
371,4010,4
4728,5696,4
728,4580,4
1378,4823,4
5031,10017,4
4010,5132,4
9225,9744,4
6522,8827,4
47,7191,4
3112,8519,4
3367,9758,4
3299,9951,4
821,11283,4
1343,7801,4
269,8475,4
8040,10758,4
2851,5055,4
3249,10509,4
7825,10785,4
4451,11880,4
8030,10714,4
5163,6402,4
6431,11711,4
7319,12113,4
1079,10460,4
7983,9493,4
3867,11067,4
8045,11793,4
8514,9503,4
12409,12417,4
5671,7834,4
2489,5287,4
8541,10240,4
9615,10691,4
5374,10749,4
767,5438,4
4978,11690,4
1871,7980,4
10130,12358,4
1772,4972,4
6135,12004,4
6237,7980,4
2271,6532,4
5418,11376,4
12508,12537,4
12517,12576,4
12532,12574,4
7175,12005,4
5002,11243,4
6909,9395,4
9516,12542,4
2949,11483,4
3977,5955,4
8901,10720,4
4272,10780,4
4482,11198,4
1410,9600,4
5775,10975,4
5253,8674,4
7220,10149,4
761,8261,4
5592,8679,4
3292,8980,4
137,10591,4
13233,13258,4
2214,7205,4
2504,9707,4
7956,11879,4
3309,6554,4
9789,13107,4
4393,9305,4
281,13694,4
9246,11371,4
12189,13235,4
4772,11613,4
8036,11593,4
7508,10329,4
7395,13644,4
2274,3773,4
9441,11483,4
4037,9217,4
2206,11269,4
7226,11003,4
3872,9285,4
1762,13232,4
4989,13541,4
356,8383,4
2338,5471,4
7526,10685,4
3309,5345,4
2994,7721,4
9781,12212,4
132,5111,4
2350,4685,4
2467,5480,4
1,3484,4
2548,13329,4
2951,10274,4
14629,14691,4
14728,14787,4
14713,14762,4
14705,14747,4
14716,14780,4
15112,15167,4
8961,15153,4
670,681,4
816,857,4
804,832,4
862,881,4
1145,1186,4
1163,1186,4
1220,1268,4
1428,1487,4
511,590,4
807,846,4
315,1057,4
328,1002,4
313,1001,4
331,1293,4
1532,1539,4
1605,1634,4
1941,1987,4
2124,2142,4
2158,2179,4
2135,2182,4
2111,2169,4
2109,2162,4
2122,2140,4
2163,2189,4
2145,2173,4
2169,2189,4
2225,2268,4
2249,2272,4
2332,2392,4
2415,2426,4
2557,2571,4
2551,2584,4
3104,3186,4
3154,3159,4
645,3112,4
271,3116,4
3401,3486,4
3421,3447,4
3476,3490,4
1269,2697,4
1223,2667,4
3524,3565,4
751,3414,4
3933,3978,4
289,3122,4
281,3167,4
4171,4197,4
275,443,4
255,2563,4
1005,3149,4
4204,4222,4
3122,3402,4
4324,4394,4
4361,4396,4
989,2943,4
911,2997,4
994,1371,4
4429,4466,4
177,3657,4
2325,3671,4
2303,2496,4
1005,4506,4
3839,4522,4
4611,4646,4
4668,4674,4
4632,4633,4
4620,4650,4
2760,3041,4
1439,1666,4
1074,1422,4
993,1888,4
1971,3285,4
2390,2465,4
2767,4675,4
2867,4051,4
1323,4362,4
2758,4063,4
4939,4941,4
4955,4981,4
5119,5178,4
2325,2932,4
2279,3698,4
1313,3547,4
1343,2951,4
1353,2727,4
731,5122,4
5471,5486,4
5464,5477,4
5410,5498,4
5410,5414,4
5478,5496,4
5412,5483,4
5423,5429,4
5440,5467,4
5476,5498,4
1476,5042,4
5624,5685,4
4017,5408,4
1818,5438,4
382,2442,4
986,4135,4
2911,4109,4
5709,5783,4
5712,5756,4
5768,5779,4
5715,5783,4
5728,5785,4
1789,4190,4
3409,4484,4
876,5051,4
1403,4638,4
1911,4612,4
2074,2694,4
4856,5343,4
1853,4998,4
1581,3549,4
344,2651,4
1261,3415,4
5911,5953,4
5926,5991,4
6015,6058,4
243,2358,4
1616,5978,4
202,1158,4
1158,4716,4
1808,5486,4
142,4150,4
3920,5450,4
3404,4903,4
443,5460,4
4554,4988,4
1452,3016,4
5084,6004,4
4551,4641,4
147,2544,4
1108,4523,4
1538,4430,4
4914,5025,4
7431,7486,4
1616,5997,4
7859,7861,4
2062,4314,4
8026,8035,4
2290,2642,4
3102,5922,4
3102,5792,4
8172,8181,4
8358,8365,4
1155,5393,4
3477,7540,4
1265,2543,4
2578,4660,4
2543,5375,4
187,3312,4
3302,6570,4
1554,7110,4
3758,3962,4
324,6858,4
6016,6832,4
6075,6874,4
4674,6008,4
5744,6893,4
5720,6829,4
2993,6001,4
5788,6001,4
6049,6885,4
4942,5964,4
4969,6866,4
1884,6855,4
2874,8429,4
1337,6802,4
5923,6877,4
1208,1329,4
1635,4497,4
606,8132,4
606,5482,4
3855,4421,4
3292,8132,4
8802,8850,4
8914,8948,4
8904,8973,4
5467,8690,4
2642,5220,4
6565,7508,4
6600,6802,4
4213,7192,4
3329,8604,4
3995,4398,4
3368,7849,4
3093,5566,4
2651,8471,4
9204,9252,4
451,5911,4
5590,6100,4
833,2575,4
3153,9057,4
9374,9386,4
9373,9374,4
3043,7268,4
283,3154,4
4379,8108,4
9613,9690,4
9658,9692,4
9628,9659,4
9622,9683,4
9725,9764,4
9723,9750,4
905,9044,4
2433,9511,4
7896,8381,4
3867,5543,4
79,9307,4
1042,5027,4
9912,9963,4
9934,9995,4
8835,9227,4
2076,2875,4
595,1045,4
4449,5383,4
187,3439,4
622,9624,4
2024,8793,4
3611,6741,4
6694,7696,4
393,9294,4
9294,9302,4
9592,9769,4
10419,10492,4
4841,8078,4
5812,9436,4
281,7220,4
10548,10552,4
9507,9721,4
6805,7896,4
1321,9991,4
6289,8882,4
315,9822,4
332,1437,4
10708,10763,4
10702,10712,4
10705,10744,4
10728,10772,4
10728,10778,4
4397,5569,4
3176,4611,4
11128,11143,4
11130,11200,4
11111,11114,4
11141,11156,4
11141,11175,4
11132,11138,4
11132,11196,4
11145,11174,4
11115,11143,4
11137,11178,4
11157,11158,4
11156,11200,4
1246,2581,4
932,6783,4
3616,11271,4
4453,9063,4
2581,9761,4
1106,8268,4
4080,6084,4
2226,5073,4
5073,6084,4
544,2910,4
3784,5071,4
9977,10267,4
3029,6468,4
620,932,4
11614,11645,4
9500,9964,4
11736,11744,4
11884,11898,4
6456,7951,4
2706,10740,4
4601,5093,4
3531,9770,4
3186,7864,4
8609,10320,4
7094,7937,4
9661,11742,4
4397,11730,4
11175,11767,4
1404,4584,4
1138,4217,4
8266,10017,4
8912,10023,4
210,5209,4
210,1064,4
400,1064,4
557,4580,4
4318,6522,4
4641,10048,4
2423,11930,4
5873,11474,4
3581,10083,4
1528,4713,4
8257,10819,4
4732,11946,4
1673,11221,4
9395,11221,4
3867,5748,4
9493,9725,4
12110,12136,4
8579,11923,4
3677,7737,4
6013,7801,4
1056,10702,4
4945,11874,4
4945,10767,4
2437,3551,4
7560,8030,4
3498,10877,4
1041,10266,4
4315,4827,4
4827,8653,4
4109,9511,4
3883,6554,4
4249,8659,4
1920,6428,4
6575,11953,4
9511,9833,4
10795,12203,4
9557,11610,4
1378,5395,4
1994,4056,4
8245,11007,4
8006,11105,4
6136,11649,4
10432,12002,4
5798,12018,4
11561,12018,4
4227,12002,4
12533,12559,4
8197,8595,4
2185,11243,4
953,10179,4
1403,4112,4
6909,10097,4
9985,12250,4
5538,9233,4
4823,10407,4
3356,5530,4
1843,3524,4
1911,6066,4
2969,10446,4
2969,12298,4
1029,8024,4
8297,11524,4
10809,12074,4
12758,12782,4
1812,5044,4
3595,3912,4
1268,1812,4
7870,8025,4
2930,5303,4
565,6987,4
4379,7429,4
119,12113,4
5714,11332,4
2982,4850,4
9800,11639,4
2507,7827,4
1649,3409,4
8329,11798,4
2455,2982,4
13201,13276,4
2522,3658,4
13424,13462,4
13608,13694,4
3220,3528,4
119,3512,4
13731,13795,4
13711,13760,4
2925,13416,4
9017,9252,4
12492,13637,4
9919,12555,4
1928,10955,4
501,1033,4
4972,10762,4
1753,12570,4
1276,12373,4
809,12712,4
6687,12531,4
726,6616,4
4810,13462,4
311,10627,4
2685,13636,4
4326,9877,4
3367,9877,4
974,1972,4
2610,11192,4
42,13218,4
1009,13264,4
2106,13284,4
4335,8592,4
7194,9101,4
738,2426,4
9043,10454,4
4118,8777,4
12862,14071,4
7094,12301,4
6027,14095,4
8196,13950,4
14751,14770,4
14702,14795,4
15167,15188,4
673,696,4
609,641,4
611,698,4
848,882,4
812,851,4
903,915,4
918,939,4
354,1038,4
1206,1226,4
1287,1293,4
1263,1294,4
1303,1321,4
1427,1481,4
101,173,4
368,778,4
709,1056,4
750,1043,4
1502,1528,4
1729,1796,4
1823,1897,4
1807,1848,4
1956,1966,4
1953,1977,4
1957,1992,4
1975,1984,4
2115,2182,4
2124,2169,4
2163,2181,4
2114,2181,4
2145,2188,4
2136,2148,4
2201,2250,4
2247,2268,4
2207,2262,4
2425,2430,4
2415,2440,4
3041,3077,4
3105,3176,4
293,670,4
3538,3543,4
3543,3594,4
663,2137,4
368,3421,4
772,3475,4
3719,3794,4
3913,3933,4
3902,3994,4
4061,4092,4
603,2183,4
281,2175,4
1458,1865,4
1693,2522,4
255,2522,4
4222,4261,4
4219,4229,4
4230,4254,4
3195,3471,4
295,3440,4
231,2801,4
938,2946,4
980,2975,4
994,2941,4
248,3908,4
1692,3916,4
2295,3577,4
4473,4491,4
4403,4429,4
4040,4379,4
4022,4321,4
4633,4650,4
4643,4650,4
1422,2789,4
1288,2537,4
437,933,4
2509,4682,4
4769,4795,4
4742,4779,4
2440,3700,4
2229,3924,4
3529,4415,4
5212,5286,4
984,1343,4
1347,2236,4
1384,2935,4
2454,3587,4
2901,3547,4
385,5145,4
5478,5495,4
5438,5464,4
5404,5491,4
1826,5367,4
2717,5432,4
2783,5409,4
229,4678,4
5767,5777,4
5760,5773,4
1976,2694,4
1808,4904,4
4682,4990,4
1537,2068,4
135,2586,4
5928,5947,4
5955,5981,4
844,2131,4
6007,6041,4
1608,5775,4
1608,5996,4
1808,6061,4
3937,4632,4
1643,4632,4
2560,5422,4
1548,4903,4
3970,6453,4
1598,5356,4
4285,4523,4
1819,4945,4
1444,4285,4
4205,4914,4
3184,4430,4
4300,5467,4
4609,5084,4
6908,6937,4
7003,7070,4
7043,7077,4
7450,7496,4
7571,7581,4
5762,5957,4
2645,3453,4
7722,7723,4
3365,5048,4
2601,5905,4
8174,8200,4
8255,8283,4
8248,8297,4
1254,5533,4
4827,8307,4
7381,7741,4
683,7141,4
18,1961,4
8545,8579,4
562,3600,4
6531,7180,4
478,1858,4
6408,6847,4
6075,6885,4
5954,6016,4
184,5481,4
4990,6864,4
4990,5788,4
5481,5734,4
6054,6831,4
3930,7833,4
8732,8747,4
1677,7606,4
2857,4497,4
1432,4468,4
3735,3898,4
8984,8986,4
8970,8995,4
8957,8986,4
2453,6572,4
3292,8216,4
652,5560,4
6113,8294,4
1183,3637,4
1119,1833,4
5612,8251,4
9074,9099,4
2982,5564,4
1314,1735,4
701,3995,4
1204,8855,4
3742,9040,4
6512,8019,4
9253,9258,4
4097,9052,4
3356,3959,4
211,7505,4
9327,9373,4
3180,3995,4
9664,9683,4
9602,9650,4
9656,9686,4
9715,9763,4
6084,8269,4
2550,6805,4
1005,9587,4
2504,9581,4
163,3742,4
3545,5419,4
3772,5740,4
3498,5037,4
1635,8068,4
8279,9348,4
3439,3844,4
3439,9677,4
300,4933,4
4860,9619,4
3220,9363,4
2430,6321,4
1059,4438,4
428,10188,4
10338,10356,4
211,10371,4
281,10315,4
10420,10493,4
10422,10497,4
10425,10430,4
9828,10198,4
8599,9052,4
2648,3990,4
3418,3802,4
10702,10798,4
10714,10770,4
3420,7582,4
226,8956,4
10809,10879,4
11138,11139,4
11148,11191,4
11132,11151,4
11150,11194,4
11140,11153,4
11122,11150,4
11139,11183,4
11109,11176,4
11153,11161,4
6411,9889,4
783,5459,4
4467,11296,4
11382,11386,4
739,9826,4
10267,10536,4
4051,9317,4
11546,11599,4
11552,11559,4
10110,10890,4
288,7507,4
1927,8004,4
2097,7507,4
1246,8445,4
10971,11250,4
11726,11742,4
2284,10376,4
2196,6541,4
5616,11833,4
5616,11871,4
4110,7094,4
2957,7590,4
7581,11546,4
4632,10900,4
3275,4318,4
1064,7677,4
4337,10017,4
2108,7809,4
1283,7579,4
7076,9659,4
4010,4728,4
9659,10023,4
4580,6548,4
10010,11972,4
12028,12043,4
1581,5594,4
6111,7271,4
2458,5162,4
1321,8867,4
3315,6086,4
581,6959,4
1888,9305,4
506,5296,4
12110,12127,4
9828,11914,4
2097,11923,4
3924,10690,4
3921,6807,4
6464,8851,4
1240,10778,4
5021,8851,4
5616,6165,4
382,7844,4
82,839,4
4550,5203,4
7187,9859,4
258,10830,4
5690,6369,4
7191,11280,4
8128,10460,4
4502,11723,4
4109,4626,4
12473,12477,4
1687,3943,4
110,8466,4
3343,10569,4
2489,8873,4
11059,11478,4
368,12408,4
3336,6349,4
222,10955,4
871,4227,4
6143,7477,4
12516,12590,4
953,11450,4
9985,12233,4
10203,12542,4
98,5981,4
996,4551,4
9620,11687,4
1289,12377,4
1555,1822,4
5436,9954,4
1268,9402,4
7015,7611,4
12841,12890,4
12937,12981,4
2594,8944,4
1521,5725,4
9247,9980,4
4502,7801,4
8189,9922,4
8252,8317,4
1342,2835,4
3901,12813,4
9435,10196,4
4420,13411,4
4670,7913,4
8259,10784,4
638,8539,4
6104,13268,4
582,2333,4
9420,12587,4
1133,9420,4
5332,10507,4
2985,6220,4
2462,13195,4
10689,12492,4
1242,5731,4
8995,10653,4
456,12594,4
9466,10762,4
8132,12570,4
2549,11527,4
4016,13683,4
5132,9805,4
320,2479,4
210,637,4
3657,8960,4
3065,11450,4
9247,11717,4
4746,11483,4
6181,9410,4
1181,1709,4
13296,13556,4
139,8821,4
13682,13753,4
4827,10795,4
3488,10837,4
5371,14011,4
1709,5371,4
2799,12725,4
7017,13394,4
712,11572,4
938,11699,4
14367,14390,4
5111,6085,4
1774,14082,4
3910,8358,4
3235,13565,4
1196,4711,4
12908,14095,4
14739,14780,4
14704,14749,4
14725,14787,4
15153,15176,4
11416,15135,4
68,78,4
266,280,4
339,375,4
541,558,4
629,643,4
611,681,4
812,845,4
846,882,4
1019,1086,4
1250,1299,4
1413,1447,4
622,698,4
807,831,4
1122,1126,4
395,1025,4
366,768,4
764,1023,4
1828,1830,4
1950,1994,4
2126,2129,4
2158,2169,4
2114,2131,4
2148,2190,4
2230,2270,4
2345,2392,4
2410,2460,4
2426,2475,4
2603,2650,4
2932,2996,4
2933,2975,4
484,1257,4
3106,3133,4
369,1506,4
4011,4078,4
4035,4053,4
289,609,4
690,3151,4
4131,4159,4
2245,3532,4
391,2536,4
2604,2825,4
913,2939,4
975,1370,4
949,1396,4
2236,3547,4
2284,3578,4
4429,4469,4
2335,2441,4
3149,3813,4
3847,4583,4
4611,4655,4
1422,2776,4
1666,2758,4
2722,3015,4
1844,2511,4
1439,2759,4
2912,3046,4
694,3279,4
4811,4880,4
4967,4975,4
1509,2528,4
5313,5333,4
912,2325,4
1330,2467,4
3571,3675,4
1398,2935,4
1886,4179,4
3709,5112,4
3779,5122,4
5421,5467,4
5423,5439,4
5438,5459,4
5560,5583,4
4309,5476,4
2408,3454,4
1734,4106,4
4248,5319,4
4217,5096,4
5706,5799,4
675,2523,4
1016,3924,4
1930,5175,4
2665,3174,4
670,2700,4
1350,2651,4
1528,2454,4
3493,3919,4
5926,5962,4
5910,5923,4
843,4127,4
2137,4391,4
1034,5775,4
1078,1371,4
2728,6032,4
614,2100,4
3527,5422,4
3527,4523,4
4542,4914,4
1548,4593,4
3963,5422,4
1572,5422,4
4523,5356,4
3670,3861,4
3670,5055,4
6912,6932,4
7346,7397,4
7471,7477,4
7540,7565,4
7638,7680,4
6544,7087,4
2914,5757,4
494,3676,4
996,1303,4
4574,7342,4
7104,7594,4
3148,4217,4
2288,4217,4
4314,5048,4
3142,7621,4
1669,3883,4
1616,3971,4
4904,6867,4
3052,3284,4
3947,7793,4
4212,5479,4
3518,5005,4
3565,3631,4
5583,5808,4
3665,7858,4
2519,5043,4
1028,7186,4
368,2910,4
2713,7147,4
721,4916,4
494,7457,4
950,6848,4
5977,6889,4
2717,6839,4
6063,6884,4
6069,6817,4
5966,6817,4
3576,5964,4
4316,6814,4
184,5500,4
4412,5724,4
378,8047,4
22,5912,4
2575,6936,4
398,3102,4
8609,8656,4
3590,8297,4
5442,8158,4
606,7618,4
8872,8898,4
8963,8987,4
8948,8965,4
8928,8961,4
8914,8995,4
3937,8609,4
8013,8149,4
2032,3357,4
511,4717,4
9030,9031,4
9031,9100,4
4862,8213,4
1308,6299,4
4897,8307,4
5764,6030,4
3284,7403,4
6796,7685,4
5584,6750,4
663,8353,4
2776,4249,4
3371,4802,4
9212,9253,4
9216,9274,4
5414,5549,4
5766,5819,4
5711,8450,4
5596,6810,4
7034,7418,4
6205,7068,4
4854,9077,4
8135,8213,4
3172,5592,4
9506,9599,4
9650,9679,4
9742,9760,4
9705,9723,4
8598,9237,4
4389,9374,4
4896,5447,4
5012,7987,4
8563,8893,4
9930,9987,4
73,8791,4
920,8516,4
415,9259,4
10046,10060,4
6020,7866,4
4468,4983,4
5411,8073,4
4076,9660,4
10131,10138,4
4034,8884,4
8884,9682,4
276,726,4
5058,8685,4
5533,6878,4
10327,10338,4
10322,10376,4
10331,10334,4
53,1190,4
9166,9808,4
5303,8078,4
3590,8363,4
7076,9703,4
5737,10371,4
10418,10492,4
10427,10464,4
2563,5683,4
2982,6512,4
10584,10597,4
10548,10565,4
4627,7247,4
2728,7023,4
10107,10389,4
4004,7668,4
10702,10753,4
10718,10753,4
10751,10772,4
534,3858,4
10832,10841,4
10965,10988,4
3873,10196,4
11101,11109,4
11130,11191,4
11130,11169,4
11183,11198,4
11176,11191,4
11129,11198,4
11129,11150,4
11163,11200,4
11138,11156,4
11132,11137,4
11145,11183,4
11140,11161,4
11140,11175,4
11121,11188,4
8050,10244,4
1831,5459,4
3616,11275,4
9645,10770,4
9700,10706,4
6729,10704,4
2012,10742,4
5283,10368,4
10937,11041,4
611,8141,4
1342,10548,4
3243,10576,4
1321,3243,4
1198,8515,4
2185,9513,4
3959,8159,4
11758,11787,4
11704,11796,4
11834,11869,4
11856,11883,4
3269,10376,4
2479,8424,4
4823,10016,4
5132,6024,4
1041,9659,4
557,2174,4
5209,8266,4
5209,10017,4
4318,7076,4
4010,8266,4
7579,10023,4
4543,8867,4
2411,6810,4
6111,6286,4
5162,8368,4
857,7191,4
8877,10271,4
1191,11472,4
3343,11472,4
1079,9898,4
9955,10097,4
9828,11939,4
4802,7737,4
5207,10690,4
5796,9184,4
10203,11880,4
8406,11874,4
10714,11817,4
582,11876,4
382,3361,4
8163,10702,4
4982,9512,4
12380,12397,4
262,2734,4
6570,10344,4
6570,8514,4
5278,9712,4
7444,10758,4
8521,10758,4
6701,10795,4
4781,5287,4
5287,10596,4
9083,10661,4
932,3896,4
1386,4876,4
5374,11171,4
660,11953,4
7862,10432,4
763,8988,4
8981,11378,4
1011,5364,4
8149,10308,4
8674,11610,4
12567,12584,4
12514,12544,4
12576,12600,4
6823,9441,4
953,9063,4
1464,5002,4
7175,10937,4
4707,11450,4
2529,3173,4
1386,10484,4
5096,12516,4
6339,11050,4
6658,10661,4
2949,5955,4
2941,10365,4
7720,8315,4
952,10753,4
6865,9862,4
264,8365,4
6006,7043,4
363,10168,4
3226,6541,4
9725,12555,4
4496,7469,4
3149,10880,4
3149,3220,4
13442,13487,4
1446,11352,4
5491,9897,4
13607,13610,4
13636,13651,4
5686,11627,4
2910,11553,4
10871,11571,4
1133,11034,4
5109,9598,4
18,13862,4
7462,7877,4
1950,9179,4
5731,9890,4
3257,12540,4
1829,12570,4
6915,12539,4
1064,12570,4
5414,11593,4
7451,12516,4
8631,12173,4
9599,13627,4
6001,12080,4
2778,4037,4
14012,14053,4
5380,8025,4
8025,13731,4
1961,12040,4
3206,7288,4
4827,13781,4
2385,8837,4
6939,10541,4
11651,13041,4
974,12906,4
1723,10972,4
2385,6060,4
3319,9994,4
2588,3319,4
3145,7503,4
183,11587,4
6089,12563,4
13163,13571,4
2684,11699,4
14288,14291,4
1009,9300,4
4540,4687,4
7712,10938,4
8590,12298,4
3759,8961,4
779,2350,4
4786,7019,4
14752,14793,4
14702,14747,4
14787,14796,4
132,183,4
352,398,4
878,889,4
850,859,4
829,852,4
845,862,4
366,1050,4
360,1051,4
638,692,4
708,717,4
366,1073,4
341,1043,4
360,772,4
771,1013,4
1807,1877,4
1904,1962,4
1920,1945,4
1937,1956,4
1903,1986,4
2144,2189,4
2115,2144,4
2160,2168,4
2124,2160,4
2126,2131,4
2114,2165,4
2273,2277,4
2201,2204,4
2225,2249,4
2317,2379,4
2457,2470,4
2822,2830,4
2832,2868,4
3016,3072,4
3367,3396,4
693,3178,4
1576,2697,4
763,3436,4
3739,3787,4
3702,3717,4
3902,3929,4
4023,4026,4
2183,3198,4
690,3114,4
1405,2709,4
4156,4178,4
2668,3929,4
1236,3902,4
4253,4297,4
4226,4260,4
4207,4252,4
1293,2545,4
154,493,4
456,3019,4
4315,4341,4
4354,4355,4
4339,4371,4
2290,3597,4
4409,4411,4
2325,2441,4
3818,4548,4
4624,4681,4
1465,1866,4
1250,3120,4
945,2802,4
4747,4765,4
4726,4772,4
4969,4988,4
2655,3561,4
2404,3535,4
5303,5310,4
1387,3578,4
1358,2901,4
2279,2405,4
2405,3540,4
988,2910,4
1321,2910,4
727,867,4
1043,3716,4
352,3115,4
5448,5484,4
5448,5467,4
5440,5466,4
962,4321,4
5657,5667,4
288,3442,4
1186,4321,4
1033,4376,4
1145,1734,4
4294,4626,4
1413,5098,4
5719,5747,4
5776,5786,4
5754,5783,4
5774,5799,4
5726,5800,4
5701,5708,4
4611,4980,4
3964,4947,4
1919,3782,4
602,3707,4
399,955,4
3919,5143,4
5920,5924,4
5949,5953,4
291,5885,4
6019,6032,4
1075,4563,4
3123,3586,4
6454,6479,4
4523,5460,4
1598,5460,4
4542,4903,4
3963,4656,4
2596,3492,4
4593,5455,4
6717,6720,4
6735,6763,4
6729,6790,4
6813,6894,4
1444,5042,4
4205,4647,4
4300,4914,4
7033,7048,4
7406,7433,4
5793,5918,4
5731,5920,4
3676,6111,4
878,3688,4
7764,7773,4
7814,7894,4
7815,7899,4
4900,7344,4
1012,5907,4
3662,5175,4
4682,5711,4
2453,7563,4
8542,8593,4
732,3367,4
1262,3127,4
695,4664,4
2786,4199,4
1955,8230,4
3695,5062,4
3695,7153,4
5015,5978,4
7101,7499,4
4125,6974,4
5798,6839,4
1817,6827,4
4373,6096,4
2734,5494,4
2734,6071,4
959,6824,4
2717,6833,4
6063,6830,4
6075,6870,4
6069,6824,4
5966,6858,4
6008,6829,4
6039,6830,4
4990,6878,4
4990,6855,4
5720,6893,4
5481,5954,4
4481,4942,4
6047,6855,4
2759,6858,4
431,8047,4
6446,8450,4
8047,8470,4
1419,4454,4
3279,6930,4
2868,5482,4
8966,8985,4
3844,7679,4
1468,5404,4
5396,6113,4
568,5278,4
1106,5286,4
590,5247,4
5332,8257,4
5012,6580,4
1581,2628,4
276,7418,4
4139,5564,4
348,6946,4
292,494,4
1428,8593,4
4109,8786,4
5566,7685,4
9215,9228,4
5787,6100,4
1569,5819,4
2939,4983,4
2262,5564,4
6259,7034,4
1413,7909,4
833,8749,4
9366,9382,4
4711,7001,4
9613,9656,4
9725,9763,4
4286,9586,4
919,6903,4
64,9278,4
6017,9188,4
8072,8545,4
662,8502,4
662,9240,4
253,1325,4
1278,9028,4
5198,7209,4
6418,7866,4
4249,8093,4
258,9376,4
3439,9679,4
4553,9693,4
5572,9610,4
4541,9713,4
7162,9784,4
7319,8745,4
3894,8260,4
182,2012,4
2719,8837,4
10116,10117,4
1067,2351,4
2231,6892,4
10204,10289,4
6474,7600,4
3766,10128,4
10349,10368,4
1641,7662,4
281,7298,4
6813,10315,4
1677,10313,4
10417,10434,4
10425,10452,4
10425,10433,4
10411,10462,4
10445,10458,4
8803,10145,4
3609,9881,4
2857,4850,4
398,10373,4
7860,9441,4
4441,9874,4
1535,9217,4
6304,9229,4
2123,9229,4
7768,9466,4
1858,10596,4
4177,7600,4
8234,9362,4
8234,9258,4
8078,10128,4
10786,10796,4
1657,9443,4
11165,11175,4
11106,11128,4
11129,11188,4
11163,11169,4
11160,11163,4
11121,11128,4
11151,11196,4
11120,11141,4
11102,11127,4
11156,11169,4
4467,8165,4
8262,10762,4
3618,10795,4
4820,10731,4
6729,10727,4
203,4056,4
2586,8658,4
1548,9744,4
2457,4778,4
3245,3361,4
8961,11080,4
11702,11763,4
936,1974,4
8964,9404,4
4565,8289,4
218,2437,4
7711,10234,4
5882,10356,4
4337,4580,4
863,6024,4
1041,7677,4
614,5031,4
2489,5031,4
4689,7809,4
2174,4318,4
4728,6987,4
728,7809,4
4121,4584,4
8867,9386,4
1149,5292,4
4814,5292,4
11474,11906,4
11478,11930,4
12003,12020,4
4789,10394,4
7020,8688,4
7191,11067,4
2208,6322,4
8714,9683,4
1828,11095,4
3032,6959,4
1246,10431,4
1246,11954,4
2000,4070,4
4945,7825,4
1966,8163,4
7825,11948,4
10310,10767,4
11767,12135,4
9403,9557,4
9385,10460,4
3538,5270,4
12476,12483,4
3631,7653,4
1191,6372,4
10354,12371,4
760,4853,4
760,10731,4
1232,10461,4
3230,9701,4
6006,12430,4
1955,11284,4
9906,11690,4
4058,6349,4
3921,11917,4
2941,4272,4
45,611,4
2684,2969,4
7036,12014,4
1289,10440,4
5787,7346,4
9480,10244,4
932,5253,4
12921,12947,4
6737,9596,4
7307,11422,4
2258,11542,4
3993,12408,4
3597,10398,4
1726,11552,4
1651,4335,4
11957,12862,4
4953,10684,4
3238,5416,4
9174,9202,4
13424,13472,4
1184,12430,4
1142,12389,4
356,9897,4
8682,10264,4
3917,7773,4
1526,10034,4
6718,7062,4
2861,11073,4
119,9420,4
264,6485,4
10909,13683,4
2243,10632,4
13822,13896,4
7286,13899,4
3173,12940,4
2604,9017,4
2844,8995,4
456,5240,4
1753,11871,4
8732,12539,4
3041,11379,4
13295,13492,4
4070,12080,4
14003,14072,4
1925,6642,4
6382,6494,4
1723,7710,4
6271,13896,4
12840,12947,4
8234,10585,4
2610,11676,4
2069,3319,4
3897,13564,4
3897,4957,4
3631,4744,4
3631,4366,4
